0.8891,0.8522,0.79934,0.81775,0.9615,0.82773,0.83293,0.82679,0.84462,0.9092,0.86441,0.88788,0.82966,0.90801,0.78517,0.84795,0.80812,0.82066
0.936,0.87564,0.86772,0.83904,0.91967,0.84315,0.82738,0.82793,0.81842,0.94612,0.89025,0.90433,0.91522,0.91858,0.81876,0.87763,0.86669,0.85904
0.96876,0.89573,0.86119,0.85927,1.07062,0.86588,0.97524,0.88098,0.85222,0.9329,0.90084,0.90047,0.86398,0.91897,0.82849,0.86019,0.8758,0.82514
0.9424,0.88086,0.95605,0.86472,0.97898,0.87209,0.90752,0.87157,0.81161,0.99499,0.88317,0.90771,0.89,1.02216,0.80957,0.90634,0.88531,0.85151
0.92794,0.90549,0.91583,0.85167,0.94252,0.90099,0.87328,0.87575,0.91913,0.9207,0.93159,0.95676,0.90773,0.98674,0.85975,0.87021,0.9026,0.8486
0.95027,0.88324,0.94489,0.8258,0.90243,0.89433,1.00284,0.85507,0.8786,0.89171,0.8878,0.89542,0.92216,0.94012,0.86348,0.87349,0.90288,0.86881
0.90906,0.90196,0.9351,0.87202,0.92021,0.87212,0.95174,0.8609,0.93905,0.91406,0.8779,0.91018,1.13776,0.93907,0.87299,0.90412,0.90058,0.85878
0.92902,0.91957,0.92436,0.81708,0.91946,0.89929,0.93728,0.89724,1.00813,0.93781,0.88494,0.89515,0.97123,0.94453,0.90982,0.83538,0.86881,0.88493
0.90298,0.89787,0.93202,0.829,0.87253,0.88547,0.92296,0.9148,0.90372,0.93136,0.90831,0.90347,0.97642,0.98233,0.87601,0.82631,0.94177,0.84955
0.96518,0.88721,0.83121,0.91653,0.90863,0.88774,0.89174,0.88151,0.87496,0.87596,0.93329,0.92759,0.97088,0.98551,0.91314,0.87603,0.98644,0.92894
0.95583,0.84413,0.90405,0.8152,0.91781,0.89627,0.89144,0.85582,0.88492,0.91355,0.90873,0.87615,1.02443,0.92542,0.92285,0.86194,0.99116,0.93103
0.9623,0.92267,0.87517,0.87523,0.94009,0.92169,0.88824,0.87096,0.84865,0.91316,0.89231,0.90594,1.11961,0.91779,0.94655,0.84374,0.95227,0.92641
0.91623,0.89282,0.91424,0.87762,0.90172,0.9489,0.89704,0.87582,0.94481,0.97174,0.92782,0.90544,1.05074,0.96423,0.97226,0.8336,0.92389,0.92182
0.94304,0.9505,0.79875,0.92467,0.91468,1.00261,0.89497,0.95914,0.88636,0.88688,0.97187,0.92098,1.10782,0.9741,0.90557,0.87454,0.9526,0.98274
0.92874,0.95892,0.88015,0.91929,0.94314,0.98279,0.91692,0.91775,0.86928,0.98162,0.91204,1.01085,0.99902,0.91996,0.91039,0.91011,0.98231,0.93634
0.96034,0.92984,0.9293,0.93712,0.98501,0.98119,0.9614,0.98308,0.94814,0.9979,0.90099,0.98112,1.06797,0.94293,1.02102,0.94813,1.01952,1.00344
1.02357,0.95793,0.90926,0.96614,1.08935,0.99501,0.95267,0.86844,0.94597,1.03537,0.90002,1.09229,1.03721,0.97721,1.08481,0.94936,0.94238,1.08362
0.93863,0.97331,0.8837,1.02221,1.00142,1.01853,0.97796,0.92188,0.92373,0.97839,0.9434,1.211,1.17554,0.99626,0.99285,0.92296,0.97674,1.08235
0.94029,1.04,0.86646,1.01199,1.02257,1.07371,1.01696,0.91723,0.86954,1.12206,1.14799,1.17185,1.28551,1.07345,1.17012,1.01476,0.90822,1.03585
1.00329,1.08955,1.04583,0.97545,1.02586,1.05945,1.01881,1.0774,0.98924,1.03471,1.22587,1.01098,1.21104,1.02804,1.28338,1.05574,0.93563,1.02347
0.98506,0.99176,0.98077,0.97601,1.11217,1.04137,1.10244,1.05609,0.96509,1.07942,1.1077,0.97877,1.31988,1.02548,1.32657,1.02963,1.04686,1.18963
1.03019,1.07697,0.93429,1.01361,1.12538,0.97814,1.02414,0.99212,1.04581,1.16776,1.05068,0.92405,1.31158,0.9877,1.17828,1.06181,1.11595,1.22329
1.07449,1.07673,1.02183,1.18419,1.0996,0.98001,1.06418,0.90858,0.95469,1.41457,1.07481,1.05706,1.24125,0.99328,1.13081,1.05656,1.05475,1.12804
1.16138,1.15375,1.0028,1.11777,1.11984,0.96622,1.06201,0.99842,1.06633,1.16175,1.21358,1.02281,1.34724,1.04173,1.15355,1.1575,1.01368,1.14503
1.13087,1.04012,1.00078,1.26947,1.18758,0.982,1.20726,1.17903,1.13441,1.06735,1.09867,1.07141,1.32225,0.99373,1.18826,1.14259,1.14616,1.22872
1.20668,1.19655,1.01224,1.23992,1.12641,0.99953,1.227,1.16164,1.17855,1.1122,1.13595,1.12696,1.10572,1.13519,1.05138,1.19497,1.09674,1.20805
1.19893,1.10609,0.94968,1.14794,1.1344,0.89629,1.32623,1.1457,1.19643,1.21028,1.11061,1.04545,1.0651,1.08259,1.11628,1.117,1.06658,1.21927
1.16625,1.14823,1.1857,1.16776,1.10757,1.14329,1.15828,1.29871,1.24704,1.07863,1.15996,1.10344,1.05771,1.10904,1.25042,1.14117,1.13861,1.1981
1.08402,1.19486,1.18172,1.1509,1.05032,1.22776,1.19055,1.22763,1.26829,1.16613,1.17305,1.16042,1.07725,1.16824,1.17608,1.17921,1.1883,1.20202
1.14831,1.14787,1.05622,1.19592,1.01528,1.24012,1.14179,1.10697,1.15226,1.30093,1.03447,1.05246,0.98993,1.13906,1.11243,1.26265,1.09167,1.185
1.21563,1.09947,1.14054,1.16157,1.03964,1.2777,1.07987,1.14014,1.1219,1.21702,1.05968,1.0748,1.0487,1.09854,1.11394,1.12709,1.24845,1.20364
0.99146,1.11024,1.14691,1.06433,1.08888,1.20867,1.11294,1.13197,1.13269,1.18743,1.0702,1.17296,1.02815,1.05228,1.05911,1.14982,1.18429,1.33521
1.02788,1.06444,1.02475,1.05912,1.07139,1.2466,1.03674,1.28129,1.16009,1.04873,1.13854,1.0644,0.9877,1.09551,1.02735,1.16273,1.22167,1.35372
1.06393,1.11222,1.02599,1.15523,1.04208,1.22741,1.08677,1.1576,1.19961,0.97713,1.13813,1.08674,1.02571,1.15387,1.07096,1.1715,1.21429,1.29894
1.04517,1.05847,1.10605,1.19343,1.15619,1.11103,1.0533,1.18731,1.13166,0.97887,1.07726,1.01558,0.8347,1.23786,1.08426,1.22439,1.15119,1.26081
1.08635,1.12085,1.3511,1.12346,1.01847,1.09287,1.02781,1.28449,1.03659,0.9847,0.97943,1.00565,0.93676,1.10243,1.0211,1.21447,1.02909,1.28694
1.13958,1.23084,1.29431,1.11289,1.15683,1.14596,1.04915,1.11199,1.17859,0.88597,1.0679,1.05297,0.97304,1.06185,1.00315,1.22817,1.0409,1.27069
1.18268,1.11934,1.23867,1.07273,1.03464,1.08763,1.01498,1.19224,1.15586,0.92705,0.9614,1.07912,0.9335,0.99844,0.97744,1.23043,1.05814,1.14692
1.09499,0.98581,1.1355,1.11751,1.06147,1.04226,1.05365,1.07215,1.20907,0.94537,0.91351,1.03015,0.93191,1.02807,0.99711,1.16329,1.06102,1.07092
1.07088,1.00461,1.05453,1.08177,1.0736,1.07032,1.02342,1.12093,1.05674,0.9164,1.01373,1.09604,0.98156,1.05354,0.9809,1.1073,1.06618,0.99435
1.03635,1.03385,1.04916,1.00996,0.98572,1.04696,0.93687,1.12392,1.0246,0.92685,1.00972,1.06049,0.893,0.9555,1.01604,1.00062,0.96931,0.97335
0.92177,0.92112,1.06286,1.01144,0.95838,0.97349,0.99497,0.95943,1.0239,0.89236,1.04791,1.00758,0.85912,1.01458,0.96504,1.05573,0.9881,0.89973
0.9325,0.98677,1.0854,0.99127,0.91817,1.04243,0.99968,0.97656,1.08021,0.94363,1.07314,1.08708,0.87392,1.04034,0.93221,1.00309,0.9377,0.87007
0.94125,0.98251,1.02702,0.95867,0.97011,1.01929,0.98728,0.94431,1.05155,0.97652,1.08483,1.05376,0.82562,0.98983,0.96916,1.04682,0.96035,0.83922
0.92547,0.98328,0.98455,0.95204,0.9879,0.9425,0.95371,0.93537,0.91835,0.94601,1.00833,1.0527,0.84069,0.98044,0.9021,0.99606,0.95293,0.79917
0.91783,1.06338,1.03014,0.99007,0.97987,0.92927,0.96391,0.8913,0.93365,0.9473,0.98967,1.062,0.81543,1.0018,0.89187,0.94389,0.93704,0.76323
0.84434,0.98332,0.99222,0.93019,0.91314,0.8814,0.90973,0.92623,0.89415,0.94261,0.88408,0.91488,0.83477,0.93447,0.90381,0.79684,0.90764,0.73922
0.8785,0.93045,0.92473,0.89318,0.81188,0.91546,0.88055,0.8876,0.81339,0.88133,0.88492,0.95112,0.78753,0.82012,0.85044,0.80166,1.00156,0.7531
0.96027,0.9088,0.98987,0.93255,0.83237,0.93412,0.92964,0.92186,0.96322,0.91444,0.92804,0.92481,0.79223,0.87867,0.95003,0.87914,0.98132,0.71777
0.88835,0.93067,0.93356,0.92675,0.883,0.91219,0.90787,0.90932,0.91331,0.91313,0.91114,0.86385,0.82477,0.85478,0.86823,0.87646,0.96827,0.72243
0.87513,0.85688,0.96506,0.90754,0.85934,0.89904,0.89594,0.90643,0.89695,0.86597,0.84591,0.81896,0.79751,0.83586,0.89743,0.84486,0.90639,0.67806
0.88054,0.92032,1.1364,1.07303,0.94019,0.90973,1.05803,0.92258,0.93393,0.93195,1.05951,0.80596,0.87186,0.86977,1.08725,0.77252,0.76477,0.62578
